LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000002,2013-08-14,0.1395,0.19275,1.1,48,0.1634476297,9.252,0.075
MAC000002,2013-08-15,0.14,0.2097499979,1.0829999,48,0.1977463896,10.0679999,0.078
MAC000002,2013-08-16,0.157,0.1895416667,1.036,48,0.1571332215,9.098,0.076
MAC000002,2013-08-17,0.1555,0.1812916667,1.214,48,0.162468453,8.702,0.08
MAC000002,2013-08-18,0.143,0.1763333333,0.899,48,0.1318263418,8.464,0.077
MAC000002,2013-08-19,0.1395,0.1770416667,0.783,48,0.1268433375,8.498,0.075
MAC000002,2013-08-20,0.135,0.1713541667,0.965,48,0.1558173357,8.225,0.079
MAC000002,2013-08-21,0.1545,0.1992916667,0.936,48,0.1498623423,9.566,0.077
MAC000002,2013-08-22,0.145,0.1670625,0.927,48,0.13010428,8.019,0.075
MAC000002,2013-08-23,0.1395,0.1704166667,1.182,48,0.1606736925,8.18,0.081
MAC000002,2013-08-24,0.1535,0.1865625,0.936,48,0.1344224693,8.955,0.075
MAC000002,2013-08-25,0.1385,0.185625,1.04,48,0.1619399186,8.91,0.084
MAC000002,2013-08-26,0.1265,0.1645625,0.831,48,0.1197324866,7.899,0.079
MAC000002,2013-08-27,0.1555,0.2166666667,1.196,48,0.2076953921,10.4,0.08
MAC000002,2013-08-28,0.138,0.1653541667,0.914,48,0.1275449841,7.937,0.076
MAC000002,2013-08-29,0.1445,0.20625,1.114,48,0.2225619206,9.9,0.078
MAC000002,2013-08-30,0.142,0.167625,0.965,48,0.1361566096,8.046,0.075
MAC000002,2013-08-31,0.1395,0.177875,1.049,48,0.1545650899,8.538,0.077
MAC000002,2013-09-01,0.1365,0.16775,1.13,48,0.1537985004,8.052,0.074
MAC000002,2013-09-02,0.1405,0.1896666667,0.769,48,0.1433867458,9.104,0.075
MAC000002,2013-09-03,0.1065,0.1192083333,0.663,48,0.0844312532,5.722,0.069
MAC000002,2013-09-04,0.106,0.1056458333,0.19,48,0.0249650731,5.071,0.067
MAC000002,2013-09-05,0.105,0.1052708333,0.168,48,0.0274247439,5.053,0.065
MAC000002,2013-09-06,0.1035,0.105,0.162,48,0.0200753898,5.04,0.065
MAC000002,2013-09-07,0.099,0.0996458333,0.132,48,0.0200790879,4.783,0.066
MAC000002,2013-09-08,0.098,0.0981875,0.126,48,0.0193188875,4.713,0.066
MAC000002,2013-09-09,0.097,0.0952083333,0.123,48,0.0189433178,4.57,0.065
MAC000002,2013-09-10,0.0975,0.09475,0.119,48,0.0178236038,4.548,0.066
MAC000002,2013-09-11,0.096,0.1040625,0.505,48,0.0619239088,4.995,0.066
MAC000002,2013-09-12,0.1765,0.2288541667,1.446,48,0.2112200617,10.985,0.073
MAC000002,2013-09-13,0.1475,0.2609375,1.751,48,0.2739201939,12.525,0.074
MAC000002,2013-09-14,0.1685,0.27575,1.072,48,0.2231153218,13.236,0.074
MAC000002,2013-09-15,0.1725,0.2422083333,0.978,48,0.1954783504,11.626,0.072
MAC000002,2013-09-16,0.145,0.2532708313,1.2869999,48,0.2375630386,12.1569999,0.073
MAC000002,2013-09-17,0.152,0.2839375,1.38,48,0.2897752912,13.629,0.074
MAC000002,2013-09-18,0.184,0.3043750021,1.423,48,0.2853963055,14.6100001,0.08
MAC000002,2013-09-19,0.282,0.4576875,1.375,48,0.3823607607,21.969,0.081
MAC000002,2013-09-20,0.285,0.4075624979,1.3329999,48,0.3373620326,19.5629999,0.082
MAC000002,2013-09-21,0.1895,0.3382500021,1.08,48,0.3006106245,16.2360001,0.09
MAC000002,2013-09-22,0.1815,0.2676458354,1.0700001,48,0.2544148539,12.8470001,0.083
MAC000002,2013-09-23,0.1825,0.2507083333,0.982,48,0.1969488494,12.034,0.083
MAC000002,2013-09-24,0.2115,0.2757083333,1.244,48,0.2312001029,13.234,0.085
MAC000002,2013-09-25,0.14,0.1955,0.875,48,0.1714618002,9.384,0.077
MAC000002,2013-09-26,0.151,0.2322916667,1.403,48,0.2252391597,11.15,0.086
MAC000002,2013-09-27,0.157,0.1873541667,0.507,48,0.106460559,8.993,0.077
MAC000002,2013-09-28,0.1975,0.2649583333,1.465,48,0.2475940362,12.718,0.088
MAC000002,2013-09-29,0.3085,0.306125,0.89,48,0.1547854555,14.694,0.082
MAC000002,2013-09-30,0.2975,0.3806458333,1.068,48,0.1969983788,18.271,0.236
MAC000002,2013-10-01,0.2925,0.4175416667,1.965,48,0.3238923487,20.042,0.157
MAC000002,2013-10-02,0.149,0.1953958333,0.803,48,0.145521767,9.379,0.079
MAC000002,2013-10-03,0.134,0.1681666667,0.916,48,0.1419248128,8.072,0.078
MAC000002,2013-10-04,0.137,0.1813958313,1.1109999,48,0.1639850339,8.7069999,0.079
MAC000002,2013-10-05,0.1475,0.1809791667,1.021,48,0.1405066046,8.687,0.079
MAC000002,2013-10-06,0.1415,0.17975,0.745,48,0.1235750267,8.628,0.082
MAC000002,2013-10-07,0.132,0.2019791667,1.176,48,0.1980482952,9.695,0.077
MAC000002,2013-10-08,0.176,0.2159375,1.075,48,0.1574918311,10.365,0.078
MAC000002,2013-10-09,0.1785,0.209875,1.211,48,0.1674543602,10.074,0.079
MAC000002,2013-10-10,0.13,0.2309166667,1.204,48,0.225966749,11.084,0.076
MAC000002,2013-10-11,0.1745,0.2427916667,0.921,48,0.1858718339,11.654,0.075
MAC000002,2013-10-12,0.113,0.1231041667,0.487,48,0.0647306168,5.909,0.075
MAC000002,2013-10-13,0.2385,0.2944999979,1.5779999,48,0.2570840472,14.1359999,0.093
MAC000002,2013-10-14,0.132,0.2179166667,1.141,48,0.1911784099,10.46,0.08
MAC000002,2013-10-15,0.185,0.4244166625,1.405,48,0.4103312457,20.3719998,0.081
MAC000002,2013-10-16,0.44,0.4605833333,1.523,48,0.3684547279,22.108,0.084
MAC000002,2013-10-17,0.1995,0.3351458313,1.4529999,48,0.3353619751,16.0869999,0.079
MAC000002,2013-10-18,0.221,0.347125,1.274,48,0.3072203191,16.662,0.084
MAC000002,2013-10-19,0.165,0.279625,1.233,48,0.2710513514,13.422,0.084
MAC000002,2013-10-20,0.2515,0.3875208313,1.312,48,0.3383010685,18.6009999,0.077
MAC000002,2013-10-21,0.147,0.256125,1.069,48,0.2472003774,12.294,0.079
MAC000002,2013-10-22,0.1575,0.231,1.115,48,0.1976741355,11.088,0.08
MAC000002,2013-10-23,0.143,0.1907291667,0.809,48,0.1511269355,9.155,0.083
MAC000002,2013-10-24,0.1325,0.192875,1.074,48,0.1755312453,9.258,0.076
MAC000002,2013-10-25,0.144,0.2851250021,1.1950001,48,0.2820348338,13.6860001,0.083
MAC000002,2013-10-26,0.177,0.2432708333,0.906,48,0.193647161,11.677,0.084
MAC000002,2013-10-27,0.1595,0.2085625,0.999,48,0.1547168871,10.011,0.099
MAC000002,2013-10-28,0.1405,0.3162500042,1.9170001,48,0.3818962061,15.1800002,0.096
MAC000002,2013-10-29,0.1805,0.2450416667,0.967,48,0.2118663728,11.762,0.075
MAC000002,2013-10-30,0.17,0.2166041667,0.942,48,0.1697285366,10.397,0.076
MAC000002,2013-10-31,0.137,0.1983125,0.714,48,0.133047289,9.519,0.077
MAC000002,2013-11-01,0.143,0.1955,0.96,48,0.1516899133,9.384,0.075
MAC000002,2013-11-02,0.1535,0.2773333313,1.235,48,0.2884907359,13.3119999,0.075
MAC000002,2013-11-03,0.2265,0.3375,1.036,48,0.2918117289,16.2,0.076
MAC000002,2013-11-04,0.1295,0.2028333333,1.219,48,0.1944906423,9.736,0.076
MAC000002,2013-11-05,0.233,0.4479791667,1.539,48,0.4091838524,21.503,0.075
MAC000002,2013-11-06,0.16,0.2422291667,1.052,48,0.2054916512,11.627,0.08
MAC000002,2013-11-07,0.1315,0.2465416667,0.754,48,0.2003939692,11.834,0.076
MAC000002,2013-11-08,0.504,0.545625,1.675,48,0.3802609756,26.19,0.077
MAC000002,2013-11-09,0.208,0.2542083333,0.791,48,0.1242639535,12.202,0.14
MAC000002,2013-11-10,0.299,0.5324166667,1.795,48,0.4133482295,25.556,0.12
MAC000002,2013-11-11,0.2405,0.5970624958,2.095,48,0.5839795721,28.6589998,0.08
MAC000002,2013-11-12,0.2615,0.3803958354,1.306,48,0.3204930919,18.2590001,0.076
MAC000002,2013-11-13,0.23,0.255625,0.738,48,0.1842893914,12.27,0.078
MAC000002,2013-11-14,0.1545,0.2542083333,1.273,48,0.2377938458,12.202,0.076
MAC000002,2013-11-15,0.215,0.2870833333,1.12,48,0.2716230831,13.78,0.081
MAC000002,2013-11-16,0.124,0.2071458333,1.143,48,0.1893896119,9.943,0.074
MAC000002,2013-11-17,0.1495,0.1894583333,0.55,48,0.1215348577,9.094,0.076
MAC000002,2013-11-18,0.1635,0.2159166667,1.276,48,0.1893233004,10.364,0.075
MAC000002,2013-11-19,0.1415,0.2301041667,0.998,48,0.1757867712,11.045,0.074
MAC000002,2013-11-20,0.173,0.3502916667,1.76,48,0.3596974472,16.814,0.075
MAC000002,2013-11-21,0.124,0.2443750021,1.0880001,48,0.2464863476,11.7300001,0.075
MAC000002,2013-11-22,0.1945,0.2401666667,1.175,48,0.1985301663,11.528,0.072
MAC000002,2013-11-23,0.231,0.233625,1.171,48,0.184391769,11.214,0.074
MAC000002,2013-11-24,0.247,0.2987708333,1.154,48,0.2389289256,14.341,0.074
MAC000002,2013-11-25,0.1295,0.1991666667,1.016,48,0.1581595388,9.56,0.074
MAC000002,2013-11-26,0.1365,0.2214791667,1.169,48,0.1926640765,10.631,0.074
MAC000002,2013-11-27,0.1635,0.2292291667,1.117,48,0.1817510853,11.003,0.075
MAC000002,2013-11-28,0.192,0.2190208333,1.084,48,0.1796036404,10.513,0.074
MAC000002,2013-11-29,0.1355,0.2397916667,0.956,48,0.1956644934,11.51,0.074
MAC000002,2013-11-30,0.12,0.1637083333,0.994,48,0.1424540177,7.858,0.073
MAC000002,2013-12-01,0.2375,0.269125,1.136,48,0.1922491319,12.918,0.076
MAC000002,2013-12-02,0.127,0.1887708333,0.944,48,0.145126539,9.061,0.075
MAC000002,2013-12-03,0.1235,0.3050208313,2.2620001,48,0.414327526,14.6409999,0.075
MAC000002,2013-12-04,0.255,0.3544791667,1.476,48,0.3426025543,17.015,0.075
MAC000002,2013-12-05,0.1505,0.2186458333,0.884,48,0.17112214,10.495,0.077
MAC000002,2013-12-06,0.2165,0.3051875,1.141,48,0.2499106782,14.649,0.08
MAC000002,2013-12-07,0.2165,0.2449999979,1.3559999,48,0.2058506884,11.7599999,0.074
MAC000002,2013-12-08,0.1575,0.3808333333,2.352,48,0.4845691811,18.28,0.076
MAC000002,2013-12-09,0.137,0.2400416667,0.927,48,0.1840119051,11.522,0.074
MAC000002,2013-12-10,0.238,0.268375,0.979,48,0.1852974176,12.882,0.075
MAC000002,2013-12-11,0.167,0.2694791667,1.191,48,0.2106475315,12.935,0.078
MAC000002,2013-12-12,0.1495,0.2686875,1.359,48,0.2302570401,12.897,0.073
MAC000002,2013-12-13,0.234,0.260125,1.043,48,0.1799231071,12.486,0.077
MAC000002,2013-12-14,0.197,0.2381666688,1.1440001,48,0.1858770383,11.4320001,0.077
MAC000002,2013-12-15,0.2205,0.2544583333,0.837,48,0.1633445592,12.214,0.075
MAC000002,2013-12-16,0.193,0.2584583333,1.226,48,0.203196578,12.406,0.074
MAC000002,2013-12-17,0.35,0.3849375021,1.414,48,0.3388196335,18.4770001,0.079
MAC000002,2013-12-18,0.2555,0.30075,1.075,48,0.2233840791,14.436,0.074
MAC000002,2013-12-19,0.167,0.2515208354,1.0470001,48,0.1877467816,12.0730001,0.076
MAC000002,2013-12-20,0.1635,0.2743958333,0.93,48,0.204098614,13.171,0.078
MAC000002,2013-12-21,0.12,0.2343125,1.122,48,0.2005218889,11.247,0.074
MAC000002,2013-12-22,0.133,0.2505208333,0.801,48,0.1867746383,12.025,0.075
MAC000002,2013-12-23,0.111,0.1400208333,0.528,48,0.0949231469,6.721,0.074
MAC000002,2013-12-24,0.0995,0.0996041667,0.127,48,0.0180103275,4.781,0.074
MAC000002,2013-12-25,0.0955,0.096875,0.123,48,0.015654005,4.65,0.075
MAC000002,2013-12-26,0.098,0.0980416667,0.185,48,0.0200360933,4.706,0.074
MAC000002,2013-12-27,0.111,0.1900416667,0.78,48,0.1763079943,9.122,0.073
MAC000002,2013-12-28,0.197,0.2845416646,1.2029999,48,0.2325243402,13.6579999,0.076
MAC000002,2013-12-29,0.3175,0.312125,1.187,48,0.2179611155,14.982,0.079
MAC000002,2013-12-30,0.249,0.3142083333,1.306,48,0.2773964026,15.082,0.076
MAC000002,2013-12-31,0.267,0.286375,0.833,48,0.1844129991,13.746,0.076
MAC000002,2014-01-01,0.3615,0.3228333333,1.205,48,0.2022641346,15.496,0.076
MAC000002,2014-01-02,0.3065,0.2957291667,1.101,48,0.1812859196,14.195,0.075
MAC000002,2014-01-03,0.149,0.237125,0.9,48,0.1731961899,11.382,0.077
MAC000002,2014-01-04,0.1425,0.3369999979,1.707,48,0.3668243766,16.1759999,0.074
MAC000002,2014-01-05,0.264,0.300375,1.09,48,0.2133372742,14.418,0.074
MAC000002,2014-01-06,0.251,0.2979583333,1.182,48,0.2192425994,14.302,0.074
MAC000002,2014-01-07,0.2655,0.3435833333,0.967,48,0.2468906066,16.492,0.073
MAC000002,2014-01-08,0.178,0.2724791667,1.092,48,0.1971043562,13.079,0.075
MAC000002,2014-01-09,0.152,0.3036874979,1.4299999,48,0.2978263841,14.5769999,0.073
MAC000002,2014-01-10,0.3205,0.3117499979,1.1569999,48,0.2175221598,14.9639999,0.072
MAC000002,2014-01-11,0.198,0.301375,1.531,48,0.3121901102,14.466,0.073
MAC000002,2014-01-12,0.3415,0.3340416667,0.834,48,0.1979093881,16.034,0.072
MAC000002,2014-01-13,0.1275,0.3805416688,1.972,48,0.4508702717,18.2660001,0.072
MAC000002,2014-01-14,0.1715,0.3860833333,1.406,48,0.4040164223,18.532,0.072
MAC000002,2014-01-15,0.205,0.4044893617,1.789,47,0.4345535876,19.011,0.075
MAC000002,2014-01-16,0.2,0.3292083333,1.47,48,0.3207016217,15.802,0.08
MAC000002,2014-01-17,0.3145,0.3102916667,1.057,48,0.1996980655,14.894,0.081
MAC000002,2014-01-18,0.158,0.2577291667,1,48,0.2010447965,12.371,0.074
MAC000002,2014-01-19,0.3415,0.3083333333,1.01,48,0.1903145586,14.8,0.075
MAC000002,2014-01-20,0.185,0.260125,1.038,48,0.1915902793,12.486,0.074
MAC000002,2014-01-21,0.2085,0.3338541667,1.53,48,0.3555458488,16.025,0.075
MAC000002,2014-01-22,0.1865,0.2940833313,1.1569999,48,0.2545594231,14.1159999,0.076
MAC000002,2014-01-23,0.174,0.2621875,0.96,48,0.1719732359,12.585,0.11
MAC000002,2014-01-24,0.3565,0.3029166667,1.155,48,0.2061189321,14.54,0.074
MAC000002,2014-01-25,0.261,0.2924791667,1.107,48,0.1901878119,14.039,0.074
MAC000002,2014-01-26,0.3435,0.5008333333,2.5039999,48,0.5469233979,24.04,0.075
MAC000002,2014-01-27,0.197,0.4714375021,2.4100001,48,0.5283553806,22.6290001,0.075
MAC000002,2014-01-28,0.274,0.2900208333,1.051,48,0.1928946896,13.921,0.09
MAC000002,2014-01-29,0.1755,0.4229999979,1.652,48,0.4634932989,20.3039999,0.075
MAC000002,2014-01-30,0.213,0.295125,1.16,48,0.2430628695,14.166,0.074
MAC000002,2014-01-31,0.39,0.4494583354,1.627,48,0.4437062501,21.5740001,0.075
MAC000002,2014-02-01,0.13,0.2380208333,0.799,48,0.1957603278,11.425,0.076
MAC000002,2014-02-02,0.3445,0.5681666708,2.447,48,0.6540420529,27.2720002,0.076
MAC000002,2014-02-03,0.277,0.3639166667,0.841,48,0.2538338235,17.468,0.079
MAC000002,2014-02-04,0.284,0.5075625,2.0050001,48,0.5622847358,24.363,0.083
MAC000002,2014-02-05,0.2395,0.3545416667,1.068,48,0.2497816884,17.018,0.099
MAC000002,2014-02-06,0.1955,0.2781666688,1.4400001,48,0.2350542219,13.3520001,0.073
MAC000002,2014-02-07,0.2215,0.3471458333,1.595,48,0.3786797327,16.663,0.077
MAC000002,2014-02-08,0.334,0.35775,1.087,48,0.256253905,17.172,0.073
MAC000002,2014-02-09,0.192,0.2636875,0.84,48,0.1811279266,12.657,0.082
MAC000002,2014-02-10,0.1515,0.2259583333,0.933,48,0.1761085205,10.846,0.073
MAC000002,2014-02-11,0.3795,0.3247083333,1.112,48,0.201866815,15.586,0.072
MAC000002,2014-02-12,0.226,0.28775,0.999,48,0.2109196176,13.812,0.073
MAC000002,2014-02-13,0.139,0.2442291667,1.158,48,0.2041906951,11.723,0.072
MAC000002,2014-02-14,0.302,0.2811875,1.016,48,0.1874257477,13.497,0.073
MAC000002,2014-02-15,0.2255,0.261875,0.95,48,0.1700268596,12.57,0.084
MAC000002,2014-02-16,0.2875,0.4570833333,2.398,48,0.5379604449,21.94,0.075
MAC000002,2014-02-17,0.178,0.2691041667,0.979,48,0.1955270281,12.917,0.076
MAC000002,2014-02-18,0.2065,0.3555416688,1.5880001,48,0.3751134343,17.0660001,0.075
MAC000002,2014-02-19,0.2885,0.3124375,1.082,48,0.2065340018,14.997,0.075
MAC000002,2014-02-20,0.1315,0.2474166667,0.763,48,0.1817604027,11.876,0.075
MAC000002,2014-02-21,0.214,0.2725625,1.151,48,0.1978830416,13.083,0.092
MAC000002,2014-02-22,0.2275,0.2652916667,1.086,48,0.1853394767,12.734,0.077
MAC000002,2014-02-23,0.301,0.310125,1.063,48,0.2104060537,14.886,0.095
MAC000002,2014-02-24,0.1345,0.261,0.891,48,0.2058525603,12.528,0.075
MAC000002,2014-02-25,0.1925,0.246375,0.802,48,0.1662911603,11.826,0.075
MAC000002,2014-02-26,0.1515,0.2568333333,1.028,48,0.196094998,12.328,0.076
MAC000002,2014-02-27,0.218,0.4274583333,1.35,48,0.4066812732,20.518,0.08
MAC000002,2014-02-28,1.387,1.387,1.387,1,,1.387,1.387
MAC000246,2011-12-03,0.115,0.3002333333,1.179,30,0.3612309113,9.007,0.047
MAC000246,2011-12-04,0.175,0.4325625042,1.914,48,0.4841515963,20.7630002,0.026
MAC000246,2011-12-05,0.078,0.1254166667,0.934,48,0.1533267729,6.02,0.025
MAC000246,2011-12-06,0.114,0.2775416688,1.216,48,0.3133986676,13.3220001,0.027
MAC000246,2011-12-07,0.1035,0.1887916667,0.873,48,0.2096130131,9.062,0.026
MAC000246,2011-12-08,0.089,0.2846666646,1.6569999,48,0.3663321476,13.6639999,0.025
MAC000246,2011-12-09,0.1035,0.2461666688,1.29,48,0.3045569804,11.8160001,0.05
MAC000246,2011-12-10,0.1205,0.3387083313,1.1799999,48,0.3363907856,16.2579999,0.054
MAC000246,2011-12-11,0.106,0.2265,1.278,48,0.2940777868,10.872,0.026
MAC000246,2011-12-12,0.076,0.2048541708,1.104,48,0.2904250117,9.8330002,0.031
MAC000246,2011-12-13,0.0845,0.1628958333,0.987,48,0.2012354649,7.819,0.027
MAC000246,2011-12-14,0.0765,0.1568125,1.034,48,0.2148309237,7.527,0.037
MAC000246,2011-12-15,0.113,0.2897083333,1.15,48,0.3129832406,13.906,0.045
MAC000246,2011-12-16,0.083,0.2210208333,1.01,48,0.256611594,10.609,0.041
MAC000246,2011-12-17,0.2145,0.4164166688,1.405,48,0.4129831746,19.9880001,0.073
MAC000246,2011-12-18,0.314,0.4491875,1.35,48,0.4165068846,21.561,0.026
MAC000246,2011-12-19,0.0725,0.1240208333,0.462,48,0.1237632416,5.953,0.041
MAC000246,2011-12-20,0.11,0.249375,1.104,48,0.2707980032,11.97,0.027
MAC000246,2011-12-21,0.077,0.1663958333,0.948,48,0.2276891068,7.987,0.033
MAC000246,2011-12-22,0.084,0.1949791667,1.266,48,0.2506623982,9.359,0.043
MAC000246,2011-12-23,0.0795,0.2729583333,1.192,48,0.3274384762,13.102,0.032
MAC000246,2011-12-24,0.1095,0.2342083333,1.24,48,0.2689664978,11.242,0.051
MAC000246,2011-12-25,0.0805,0.0820416667,0.218,48,0.0262710571,3.938,0.045
MAC000246,2011-12-26,0.1185,0.3973333354,1.5650001,48,0.4592344439,19.0720001,0.048
MAC000246,2011-12-27,0.083,0.14325,1.057,48,0.1938317432,6.876,0.032
MAC000246,2011-12-28,0.075,0.1777916667,0.939,48,0.2321202878,8.534,0.037
MAC000246,2011-12-29,0.1125,0.276875,1.072,48,0.2879415296,13.29,0.03
MAC000246,2011-12-30,0.1015,0.3522708333,1.636,48,0.407255983,16.909,0.049
MAC000246,2011-12-31,0.1315,0.3818124979,1.3,48,0.4079387508,18.3269999,0.049
MAC000246,2012-01-01,0.284,0.4699166646,1.6339999,48,0.4518767351,22.5559999,0.054
MAC000246,2012-01-02,0.105,0.2134375,0.926,48,0.2417048408,10.245,0.026
MAC000246,2012-01-03,0.0945,0.210375,1.365,48,0.2746916744,10.098,0.038
MAC000246,2012-01-04,0.0905,0.139,0.926,48,0.148163653,6.672,0.045
MAC000246,2012-01-05,0.117,0.2581666667,1.4579999,48,0.339219023,12.392,0.06
MAC000246,2012-01-06,0.076,0.2017708333,0.95,48,0.2752181525,9.685,0.04
MAC000246,2012-01-07,0.1005,0.2677708333,1.034,48,0.2927375006,12.853,0.038
MAC000246,2012-01-08,0.096,0.2145208333,1.045,48,0.2453330337,10.297,0.046
MAC000246,2012-01-09,0.075,0.2085,1.416,48,0.3148893085,10.008,0.031
MAC000246,2012-01-10,0.098,0.2192916667,1.073,48,0.2581506206,10.526,0.028
MAC000246,2012-01-11,0.071,0.1835,1.204,48,0.2528068811,8.808,0.035
MAC000246,2012-01-12,0.0985,0.2461041667,1.377,48,0.3257678484,11.813,0.039
MAC000246,2012-01-13,0.088,0.197125,0.957,48,0.2647404691,9.462,0.041
MAC000246,2012-01-14,0.295,0.4677499979,1.846,48,0.4491698933,22.4519999,0.027
MAC000246,2012-01-15,0.1565,0.3447708313,1.651,48,0.366320877,16.5489999,0.044
MAC000246,2012-01-16,0.09,0.1428541667,0.902,48,0.1653916036,6.857,0.038
MAC000246,2012-01-17,0.1495,0.3052291667,1.163,48,0.3115427801,14.651,0.039
MAC000246,2012-01-18,0.0675,0.0934791667,0.449,48,0.0795647708,4.487,0.033
MAC000246,2012-01-19,0.102,0.2825624979,1.095,48,0.3096419914,13.5629999,0.035
MAC000246,2012-01-20,0.0745,0.1859791667,1.039,48,0.2547796286,8.927,0.04
MAC000246,2012-01-21,0.5725,0.6091875,1.336,48,0.4191989648,29.241,0.071
MAC000246,2012-01-22,0.187,0.3971875,1.656,48,0.4213648369,19.065,0.054
MAC000246,2012-01-23,0.0885,0.285125,1.65,48,0.3976132316,13.686,0.033
MAC000246,2012-01-24,0.1015,0.1779583313,1.2589999,48,0.2284853783,8.5419999,0.039
MAC000246,2012-01-25,0.099,0.2402916667,1.155,48,0.2993954873,11.534,0.027
MAC000246,2012-01-26,0.094,0.2774374979,1.867,48,0.3903903575,13.3169999,0.031
MAC000246,2012-01-27,0.0735,0.1852916667,1.177,48,0.2490873519,8.894,0.038
MAC000246,2012-01-28,0.1335,0.3452499958,1.9809999,48,0.4349816428,16.5719998,0.048
MAC000246,2012-01-29,0.171,0.4188125021,1.484,48,0.4234083965,20.1030001,0.03
MAC000246,2012-01-30,0.091,0.1102916667,0.454,48,0.0856251003,5.294,0.036
MAC000246,2012-01-31,0.11,0.3035833333,1.258,48,0.3368226905,14.572,0.045
MAC000246,2012-02-01,0.0835,0.2072708333,1.233,48,0.2726170051,9.949,0.026
MAC000246,2012-02-02,0.11,0.2603333333,0.961,48,0.2753037265,12.496,0.072
MAC000246,2012-02-03,0.1015,0.2450416667,1.115,48,0.2581633953,11.762,0.07
MAC000246,2012-02-04,0.123,0.3162083333,1.563,48,0.3733175568,15.178,0.074
MAC000246,2012-02-05,0.1355,0.3195833354,1.22,48,0.3233724489,15.3400001,0.035
MAC000246,2012-02-06,0.088,0.1652291667,1.223,48,0.2183611336,7.931,0.028
MAC000246,2012-02-07,0.1015,0.1675416667,0.955,48,0.1853687479,8.042,0.034
MAC000246,2012-02-08,0.12,0.3100625021,1.322,48,0.3633232241,14.8830001,0.038
MAC000246,2012-02-09,0.1065,0.2720416667,1.359,48,0.3301588888,13.058,0.073
MAC000246,2012-02-10,0.106,0.1966666667,0.988,48,0.2199949065,9.44,0.074
MAC000246,2012-02-11,0.142,0.3770833313,1.239,48,0.375925115,18.0999999,0.073
MAC000246,2012-02-12,0.2835,0.4401666667,1.594,48,0.4318671158,21.128,0.061
MAC000246,2012-02-13,0.0745,0.1865833333,1.522,48,0.2809657232,8.956,0.043
MAC000246,2012-02-14,0.0965,0.216625,1.155,48,0.2846353864,10.398,0.053
MAC000246,2012-02-15,0.095,0.2439583313,1.101,48,0.2944558544,11.7099999,0.041
MAC000246,2012-02-16,0.1205,0.2406041667,0.983,48,0.2628940195,11.549,0.056
MAC000246,2012-02-17,0.0705,0.1951875,1.201,48,0.2815144194,9.369,0.038
MAC000246,2012-02-18,0.108,0.2134791667,1.1,48,0.2524287125,10.247,0.056
MAC000246,2012-02-19,0.1065,0.2535208333,1.209,48,0.3009861798,12.169,0.055
MAC000246,2012-02-20,0.1015,0.3173124979,1.607,48,0.3748460725,15.2309999,0.039
MAC000246,2012-02-21,0.0885,0.215375,1.199,48,0.2857750659,10.338,0.032
MAC000246,2012-02-22,0.0785,0.1774375,1.087,48,0.2376371189,8.517,0.029
MAC000246,2012-02-23,0.0895,0.2468125,1.142,48,0.306859775,11.847,0.023
MAC000246,2012-02-24,0.069,0.1410416667,0.835,48,0.1720215175,6.77,0.036
MAC000246,2012-02-25,0.324,0.4117916667,1.354,48,0.3436296843,19.766,0.031
MAC000246,2012-02-26,0.1345,0.4153333333,1.789,48,0.4680902052,19.936,0.048
MAC000246,2012-02-27,0.0645,0.1528958333,1.228,48,0.2655430597,7.339,0.025
MAC000246,2012-02-28,0.087,0.2386041667,1.311,48,0.3154697773,11.453,0.026
MAC000246,2012-02-29,0.067,0.1896041688,1.1900001,48,0.2832626658,9.1010001,0.027
MAC000246,2012-03-01,0.0635,0.2087291667,1.056,48,0.3058920502,10.019,0.033
MAC000246,2012-03-02,0.091,0.21325,1.375,48,0.3110348889,10.236,0.04
MAC000246,2012-03-03,0.0895,0.2563958333,1.28,48,0.3247375857,12.307,0.04
MAC000246,2012-03-04,0.1305,0.2449791667,1.183,48,0.2664984523,11.759,0.066
MAC000246,2012-03-05,0.0965,0.1853541667,1.006,48,0.2234754963,8.897,0.028
MAC000246,2012-03-06,0.091,0.2510208333,1.383,48,0.3368068763,12.049,0.035
MAC000246,2012-03-07,0.099,0.1997291667,1.077,48,0.2559267465,9.587,0.029
MAC000246,2012-03-08,0.095,0.3113749979,1.217,48,0.36710921,14.9459999,0.039
MAC000246,2012-03-09,0.0665,0.1084375,0.97,48,0.15433921,5.205,0.04
MAC000246,2012-03-10,0.123,0.3026875,1.336,48,0.3483921828,14.529,0.036
MAC000246,2012-03-11,0.1355,0.3832083333,1.21,48,0.397859002,18.394,0.025
MAC000246,2012-03-12,0.0705,0.1967291667,1.109,48,0.2730308797,9.443,0.032
MAC000246,2012-03-13,0.0735,0.1460208333,0.772,48,0.1780931491,7.009,0.039
MAC000246,2012-03-14,0.075,0.2727916667,1.595,48,0.3966162172,13.094,0.037
MAC000246,2012-03-15,0.0915,0.1933333333,1.067,48,0.2599732665,9.28,0.037
MAC000246,2012-03-16,0.0705,0.1688333333,1.101,48,0.2454485545,8.104,0.023
MAC000246,2012-03-17,0.086,0.20575,1.184,48,0.2781533711,9.876,0.036
MAC000246,2012-03-18,0.0785,0.2191041667,1.289,48,0.2800573831,10.517,0.025
